case_id,happened_at,address,type,desc,lat,long
201600016222-2,03/19/2016 12:42:00,2100 E 20TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.749595,-108.179213
201600016208-1,03/19/2016 11:39:00,1500 N CARLTON Ave,Theft from Vehicle,LARCENY $500 TO $2500=4F-FROM MOTORVEHICLE,36.744656,-108.189034
201600016196-1,03/19/2016 09:47:00,4200 CRISTO REY Ave,Theft of Vehicle,MOTOR VEHICLE THEFT,36.767662,-108.200696
201640000009708,03/19/2016 09:11:08,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201600016194-1,03/19/2016 09:05:00,1700 CHACO Ave,Theft from Vehicle,LARCENY $500 TO $2500=4F-FROM MOTORVEHICLE,36.746403,-108.196091
201600016191-1,03/19/2016 08:46:00,700 SABLE ST,Theft from Vehicle,LARCENY,36.7304,-108.2089
201600016182-1,03/19/2016 05:40:00,3700 GOLD Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.762558,-108.138756
201600016164-3,03/19/2016 01:08:00,300 AIRPORT DR,Disorder,DISORDERLY CONDUCT,36.732147,-108.220364
201600016164-1,03/19/2016 01:08:00,300 AIRPORT DR,Drugs,DRUG EQUIPMENT VIOLATIONS,36.732147,-108.220364
201600016162-1,03/19/2016 00:49:00,1000 ZUNI DR,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.74395,-108.193542
201640000009676,03/18/2016 23:45:06,1600 DARLAS LN,Drugs,Narcotics Violation,36.73728,-108.153374
201600015907-1,03/18/2016 23:24:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600016130-2,03/18/2016 21:39:00,1700 EL REDONDO CR,Property Crime,TRESPASS OF REAL PROPERTY,36.745625,-108.185028
201600016130-1,03/18/2016 21:39:00,1700 EL REDONDO CR,Theft from Vehicle,LARCENY UNDER 100-FROM MOTOR VEHICLE,36.745625,-108.185028
201600016116-1,03/18/2016 20:01:00,4100 SKYLINE DR,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.765896,-108.203728
201640000009651,03/18/2016 19:26:40,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201640000009644,03/18/2016 18:31:56,10200 NM 371,Drugs,Narcotics Violation,36.7304,-108.2089
201600016093-1,03/18/2016 18:24:00,900 GLADE LN,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.732147,-108.220364
201600016085-1,03/18/2016 17:55:00,800 W MAPLE ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.724709,-108.216881
201600016079-1,03/18/2016 17:32:00,5700 COLLEGE,Theft,LARCENY $250 TO $500=M-FROM BUILDINGS,0,0
201600016053-1,03/18/2016 15:41:00,E MAIN ST & HUDSON ST,Liquor,LIQUOR LAW VIOLATIONS,28.045955,-81.91613
201640000009607,03/18/2016 14:25:22,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201600016029-1,03/18/2016 14:17:00,100 W ANIMAS,Property Crime,TRESPASS OF REAL PROPERTY,36.7304,-108.2089
201600016023-3,03/18/2016 13:39:00,100 W ANIMAS,Disorder,DISORDERLY CONDUCT,36.7304,-108.2089
201600016023-4,03/18/2016 13:39:00,100 W ANIMAS,Property Crime,TRESPASS OF REAL PROPERTY,36.7304,-108.2089
201600016023-2,03/18/2016 13:39:00,100 W ANIMAS,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.7304,-108.2089
201600016023-1,03/18/2016 13:39:00,100 W ANIMAS,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.7304,-108.2089
201600016013-1,03/18/2016 12:52:00,1600 N DUSTIN Ave,Property Crime,TRESPASS OF REAL PROPERTY,36.74592,-108.2023
201600016010-2,03/18/2016 12:40:00,800 E BROADWAY,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.7304,-108.2089
201600016010-1,03/18/2016 12:40:00,800 E BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.7304,-108.2089
201600016006-1,03/18/2016 12:24:00,5600 COLLEGE BL,Drugs,DRUG EQUIPMENT VIOLATIONS,31.286018,-82.234138
201600015996-1,03/18/2016 11:25:00,100 W ELM ST,Property Crime,TRESPASS OF REAL PROPERTY,36.725531,-108.205566
201600015960-1,03/18/2016 08:32:00,700 W MAIN ST,Theft,SHOPLIFTING (MISD),36.72934,-108.214708
201600015957-1,03/18/2016 08:22:00,400 N LOCKE Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.732868,-108.209007
201600015935-2,03/18/2016 02:42:00,COLLEGE BL & WINDSOR DR,Drugs,DRUG EQUIPMENT VIOLATIONS,37.838941,-90.476526
201600015929-1,03/18/2016 02:05:00,600 E BROADWAY,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.728931,-108.192617
201600015928-6,03/18/2016 01:39:00,E MAIN ST & N BUTLER Ave,Drugs,DRUG/NARCOTIC VIOLATIONS,28.045955,-81.91613
201600015928-5,03/18/2016 01:39:00,E MAIN ST & N BUTLER Ave,Disorder,RESISTING/EVADING/OR OBSTRUCTING,28.045955,-81.91613
201600015903-1,03/17/2016 23:10:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600015879-1,03/17/2016 20:13:00,100 E MAIN ST,Liquor,LIQUOR LAW VIOLATIONS,36.729093,-108.205346
201640000009514,03/17/2016 18:02:46,800 ANDREA DR,Drugs,Narcotics Violation,36.725315,-108.135048
201600015821-2,03/17/2016 16:25:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600015821-1,03/17/2016 16:25:00,1400 W MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.732081,-108.226405
201600015800-1,03/17/2016 14:34:00,2200 SUNSET Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.749942,-108.204542
201600015791-1,03/17/2016 14:05:00,4100 WINDSOR DR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.768768,-108.156441
201640000009475,03/17/2016 11:27:11,2900 E 18TH ST,Disorder,Unwanted Subject,36.746632,-108.168182
201600015741-1,03/17/2016 11:19:00,W CEDAR ST & S BEHREND Ave,Liquor,LIQUOR LAW VIOLATIONS,43.08368,-96.80017
201600015720-2,03/17/2016 09:30:00,E CEDAR ST & BLOOMFIELD BL,Assault,AGGRAVATED BATTERY,36.726591,-108.196842
201600015710-1,03/17/2016 08:31:00,5700 COLLEGE BL,Liquor,LIQUOR LAW VIOLATIONS,31.285986,-82.234134
201600015705-1,03/17/2016 08:14:00,1800 N SULLIVAN Ave,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,47.673991,-117.19654
201600015701-1,03/17/2016 07:48:00,700 EL PASO DR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.733063,-108.21431
201600015953-1,03/17/2016 07:45:00,1200 E 35TH ST,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.759979,-108.191116
201600015693-1,03/17/2016 03:48:00,1000 E MURRAY DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.719523,-108.19369
201600015687-1,03/17/2016 02:06:00,1900 CORTLAND DR,Assault,ASSAULT B,36.7304,-108.2089
201600015679-3,03/17/2016 00:09:00,900 CANNERY,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),0,0
201600015679-4,03/17/2016 00:09:00,900 CANNERY,Drugs,DRUG EQUIPMENT VIOLATIONS,0,0
201600015679-2,03/17/2016 00:09:00,900 CANNERY,Disorder,RESISTING/EVADING/OR OBSTRUCTING,0,0
201600015679-1,03/17/2016 00:09:00,900 CANNERY,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),0,0
201640000009427,03/16/2016 23:37:10,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201600015655-1,03/16/2016 21:42:00,500 E BROADWAY,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,36.7304,-108.2089
201600015655-2,03/16/2016 21:42:00,500 E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600015644-1,03/16/2016 19:55:00,2000 TROY KING,Drugs,DRUG/NARCOTIC VIOLATION,36.7304,-108.2089
201600015644-2,03/16/2016 19:55:00,2000 TROY KING,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600015638-1,03/16/2016 19:10:00,300 W MAIN,Liquor,LIQUOR LAW VIOLATIONS,43.543459,-70.747595
201600015622-2,03/16/2016 18:16:00,2500 E 16TH ST,Drugs,DRUG/NARCOTIC VIOLATION,36.745399,-108.172989
201600015622-3,03/16/2016 18:16:00,2500 E 16TH ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.745399,-108.172989
201600015595-1,03/16/2016 16:34:00,2200 SUNSET Ave,Drugs,DRUG/NARCOTIC VIOLATION,36.749942,-108.204542
201600015572-1,03/16/2016 15:15:00,1600 BLOOMFIELD BL,Robbery,ROBBERY-STRONG ARM-MISCELLANEOUS(HANDS/FISTS/FEET,36.72464,-108.187325
201600015554-1,03/16/2016 14:09:00,3000 E MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),40.347977,-75.271165
201600015538-1,03/16/2016 13:15:00,100 W BROADWAY,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.7304,-108.2089
201600015527-1,03/16/2016 12:13:00,2300 W APACHE ST,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.735008,-108.23745
201600015521-1,03/16/2016 11:57:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600015500-1,03/16/2016 10:20:00,6600 LAURIE ST,Theft from Vehicle,LARCENY 100 TO 250-FROM MOTOR VEHICLE,36.715743,-108.124908
201600015486-1,03/16/2016 08:51:00,4500 WILDFLOWER MESA DR,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.727166,-108.148981
201640000009285,03/16/2016 03:01:10,800 ANDREA DR,Assault,Battery Report,36.725315,-108.135048
201600015456-1,03/15/2016 23:33:00,2600 E COGGINS Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),43.803208,-83.94314
201640000009270,03/15/2016 22:30:25,1 RD 4539,Breaking & Entering,Burglary Report Only,36.7304,-108.2089
201600015437-1,03/15/2016 20:41:00,800 W MAPLE ST,Theft from Vehicle,LARCENY 100 TO 250-FROM MOTOR VEHICLE,36.724709,-108.216881
201600015429-1,03/15/2016 20:10:00,100 DESERT ROSE TR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.733642,-108.137974
201600015426-2,03/15/2016 19:30:00,500 E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600015426-1,03/15/2016 19:30:00,500 E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATIONS,36.7304,-108.2089
201600015406-2,03/15/2016 18:39:00,E ANIMAS & S COMMERCIAL Ave,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.7304,-108.2089
201640000009229,03/15/2016 17:36:58,1 RD 4539,Breaking & Entering,Burglary Report Only,36.7304,-108.2089
201600015367-2,03/15/2016 15:55:00,2700 W MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.733351,-108.243589
201600015350-1,03/15/2016 14:10:00,3200 FOUTZ RD,Theft,FALSE PRETENSES/SWINDLE/CONFIDENCE,36.757752,-108.186748
201600015348-1,03/15/2016 14:03:00,4500 CONDOR PL,Assault,ASSLT/BATT-FIREARM,36.74696,-108.269455
201600015321-3,03/15/2016 12:01:00,400 SCOTT Ave,Disorder,DISORDERLY CONDUCT,36.732868,-108.188982
201600015321-2,03/15/2016 12:01:00,400 SCOTT Ave,Liquor,LIQUOR LAW VIOLATIONS,36.732868,-108.188982
201600015321-1,03/15/2016 12:01:00,400 SCOTT Ave,Assault,ASSAULT B,36.732868,-108.188982
201600015314-3,03/15/2016 10:57:00,900 E MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.736763,-108.189731
201600015314-1,03/15/2016 10:57:00,900 E MAIN ST,Theft,SHOPLIFTING (MISD),36.736763,-108.189731
201600015297-1,03/15/2016 09:03:00,500 W MAPLE ST,Theft,LARCENY $500 TO $2500=4F-ALL OTHER,36.724319,-108.210011
201600015294-1,03/15/2016 08:20:00,6400 HILLCREST PL,Theft from Vehicle,LARCENY UNDER 100-FROM MOTOR VEHICLE,39.722399,-86.400972
201600015278-2,03/15/2016 05:37:00,2500 E 16TH ST,Drugs,DRUG/NARCOTIC VIOLATION,36.745399,-108.172989
201600015278-1,03/15/2016 05:37:00,2500 E 16TH ST,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,36.745399,-108.172989
201600015276-1,03/15/2016 04:11:00,500 SCOTT Ave,Liquor,LIQUOR LAW VIOLATIONS,36.731381,-108.189151
201600015266-1,03/14/2016 22:41:00,E MAIN ST &,Assault,ASSLT/BATT-FIREARM,28.045955,-81.91613
201600015265-1,03/14/2016 22:30:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600015255-1,03/14/2016 21:38:00,2200 SAN JUAN BL,Assault,ASSAULT B,36.737568,-108.178493
201600015199-1,03/14/2016 16:35:00,2700 E 18TH ST,Assault,ASSAULT B,36.746212,-108.170395
201600015199-2,03/14/2016 16:35:00,2700 E 18TH ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.746212,-108.170395
201600015175-1,03/14/2016 15:27:00,5700 COLLEGE BL,Drugs,DRUG/NARCOTIC VIOLATION,31.285986,-82.234134
201600015175-2,03/14/2016 15:27:00,5700 COLLEGE BL,Drugs,DRUG EQUIPMENT VIOLATIONS,31.285986,-82.234134
201600015172-3,03/14/2016 15:23:00,1800 E 20TH ST,Disorder,DISORDERLY CONDUCT,36.748512,-108.18399
201600015172-2,03/14/2016 15:23:00,1800 E 20TH ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.748512,-108.18399
201600015170-3,03/14/2016 15:13:00,900 ILLINOIS Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.720784,-108.186809
201600015170-1,03/14/2016 15:13:00,900 ILLINOIS Ave,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.720784,-108.186809
201600015132-1,03/14/2016 12:19:00,2600 W MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.73307,-108.242119
201600015102-1,03/14/2016 08:02:00,4400 WILDFLOWER MESA DR,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.726408,-108.149923
201640000009023,03/14/2016 05:55:06,1 RD 6054,Disorder,Unwanted Subject,36.7304,-108.2089
201640000009020,03/14/2016 03:38:55,700 W BROADWAY ST,Assault,Aggravated Battery,36.727976,-108.215835
201600015075-2,03/13/2016 22:32:00,900 E MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.736763,-108.189731
201600015075-1,03/13/2016 22:32:00,900 E MAIN ST,Assault,ASSAULT B,36.736763,-108.189731
201640000008997,03/13/2016 19:52:56,1 RD 3950,Disorder,Unwanted Subject,36.7304,-108.2089
201600015058-2,03/13/2016 19:29:00,1000 GLADE LN,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.732131,-108.222631
201600015053-2,03/13/2016 19:18:00,500 E 20TH ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),37.756603,-87.104157
201600015053-1,03/13/2016 19:18:00,500 E 20TH ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (FELONY),37.756603,-87.104157
201600015051-1,03/13/2016 18:56:00,1000 GLADE LN,Liquor,LIQUOR LAW VIOLATIONS,36.732131,-108.222631
201600015028-1,03/13/2016 16:30:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201600014976-2,03/13/2016 09:54:00,200 VALLE VISTA,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.731552,-108.243149
201600014976-1,03/13/2016 09:54:00,200 VALLE VISTA,Theft from Vehicle,LARCENY 250 TO 2500-FROM MOTOR VEHICLE,36.731552,-108.243149
201640100001815,03/13/2016 07:16:31,E PINON HILLS BL & COLLEGE BL,Drugs,Narcotics Violation,36.7304,-108.2089
201600014970-1,03/13/2016 07:16:00,E PINON HILLS BL & COLLEGE BL,Drugs,DRUG EQUIPMENT VIOLATIONS,36.7304,-108.2089
201600014962-1,03/13/2016 03:35:00,600 SCOTT Ave,Assault,ASSAULT B,36.729752,-108.189941
201600014953-1,03/13/2016 01:38:00,800 N VINE Ave,Assault,ASSLT/BATT-KNIFE OR CUTTING INSTRUMENT,40.846609,-81.76507
201600014939-1,03/12/2016 23:39:00,900 W MAIN ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.731639,-108.230576
201600014927-1,03/12/2016 21:29:00,600 SAN MIGUEL ST,Theft of Vehicle,MOTOR VEHICLE THEFT,36.726273,-108.146765
201600014910-1,03/12/2016 19:16:00,1400 W MAIN ST,Theft,SHOPLIFTING (MISD),36.732081,-108.226405
201640000008891,03/12/2016 19:08:36,1 RD 5769,Disorder,Loud Noise,36.707342,-108.125227
201640000008868,03/12/2016 16:25:29,1000 NM 516,Assault,Battery Report,36.7304,-108.2089
201600014871-1,03/12/2016 15:56:00,300 W ANIMAS,Assault,ASSAULT B,36.7304,-108.2089
201600014853-1,03/12/2016 14:26:00,1800 E MURRAY DR,Theft,LARCENY - UNDER $50,36.719726,-108.18518
201600014825-2,03/12/2016 12:17:00,900 E MAIN ST,Theft,LARCENY,36.736763,-108.189731
201600014825-1,03/12/2016 12:17:00,900 E MAIN ST,Drugs,DRUG/NARCOTIC VIOLATION,36.736763,-108.189731
201600014807-2,03/12/2016 10:49:00,800 E MAIN ST,Liquor,LIQUOR LAW VIOLATIONS,36.733502,-108.192554
201600014796-2,03/12/2016 10:21:00,2600 W MAIN ST,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.73307,-108.242119
201600014796-1,03/12/2016 10:21:00,2600 W MAIN ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.73307,-108.242119
201600014787-1,03/12/2016 09:13:00,300 W GLADDEN DR,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.742608,-108.207307
201600014787-2,03/12/2016 09:13:00,300 W GLADDEN DR,Drugs,DRUG EQUIPMENT VIOLATIONS,36.742608,-108.207307
201600014784-1,03/12/2016 09:05:00,CAMINA REAL & BLOOMFIELD HY,Liquor,LIQUOR LAW VIOLATIONS,36.71823,-108.178001
201640000008820,03/12/2016 04:58:57,1 RD 5803,Disorder,Unwanted Subject,36.7304,-108.2089
201600014753-1,03/12/2016 02:53:00,2600 W MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.73307,-108.242119
201600014750-1,03/12/2016 02:30:00,600 SCOTT Ave,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.729752,-108.189941
201640000008808,03/11/2016 23:55:36,HICKS Ave & W MAIN ST,Drugs,Narcotics Violation,36.733704,-108.230551
201640000008804,03/11/2016 23:22:03,1 RD 3782,Disorder,Disturbance,36.7304,-108.2089
201600014717-3,03/11/2016 22:40:00,4600 SUMMERWIND,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),0,0
201600014717-1,03/11/2016 22:40:00,4600 SUMMERWIND,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),0,0
201600014717-2,03/11/2016 22:40:00,4600 SUMMERWIND,Disorder,DISORDERLY CONDUCT,0,0
201600014700-2,03/11/2016 21:42:00,1300 S BLUFFVIEW Ave,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.716538,-108.195195
201600014694-1,03/11/2016 20:54:00,500 HYDRO PLANT RD,Assault,ASSLT/BATT-OTHER DANGEROUS WEAPON,36.721087,-108.199603
201600014677-2,03/11/2016 19:28:00,500 E BROADWAY,Property Crime,TRESPASS OF REAL PROPERTY,36.7304,-108.2089
201600014677-1,03/11/2016 19:28:00,500 E BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.7304,-108.2089
201600014655-1,03/11/2016 17:49:00,3000 BLOOMFIELD HY,Property Crime,TRESPASS OF REAL PROPERTY,36.721349,-108.171535
201600014640-1,03/11/2016 16:56:00,300 W GLADDEN DR,Theft of Vehicle,MOTOR VEHICLE THEFT,36.742608,-108.207307
201600014629-1,03/11/2016 16:32:00,ORIOLE Ave & CARDINAL ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.747136,-108.26824
201600014626-1,03/11/2016 16:20:00,400 SCOTT Ave,Liquor,LIQUOR LAW VIOLATIONS,36.732868,-108.188982
201600014565-2,03/11/2016 13:42:00,1600 E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.724681,-108.188637
201600014565-1,03/11/2016 13:42:00,1600 E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATION,36.724681,-108.188637
201600014543-7,03/11/2016 11:22:00,1600 E BROADWAY,Theft,FRAUD-CREDIT CARD/AUTOMATIC TELLERMACHINE,36.724681,-108.188637
201600014543-6,03/11/2016 11:22:00,1600 E BROADWAY,Theft,FRAUD-CREDIT CARD/AUTOMATIC TELLERMACHINE,36.724681,-108.188637
201600014543-3,03/11/2016 11:22:00,1600 E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.724681,-108.188637
201600014543-2,03/11/2016 11:22:00,1600 E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATION,36.724681,-108.188637
201600014543-1,03/11/2016 11:22:00,1600 E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATION,36.724681,-108.188637
201600014526-1,03/11/2016 09:55:00,2100 CAMINO RIO,Theft,LARCENY/FIREARM,36.7304,-108.2089
201600014516-1,03/11/2016 09:15:00,400 S BEHREND Ave,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.726694,-108.207988
201600014513-1,03/11/2016 08:58:00,1100 N SULLIVAN Ave,Drugs,DRUG EQUIPMENT VIOLATIONS,36.74249,-108.184282
201600014511-3,03/11/2016 08:39:00,S MESA VERDE Ave & E CEDAR ST,Drugs,DRUG EQUIPMENT VIOLATIONS,36.722211,-108.194807
201600014490-1,03/11/2016 06:17:00,2600 N DUSTIN Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.753296,-108.202868
201600014482-1,03/11/2016 02:45:00,1500 W MAIN ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.730539,-108.225575
201600014481-1,03/11/2016 02:40:00,2600 W MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.73307,-108.242119
201600014479-2,03/11/2016 02:02:00,2000 TROY KING RD,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.749069,-108.264771
201600014479-1,03/11/2016 02:02:00,2000 TROY KING RD,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.749069,-108.264771
201640000008660,03/10/2016 22:25:06,OLD AZTEC HWY & E MAIN ST,Drugs,Narcotics Violation,36.784604,-108.11048
201600014460-2,03/10/2016 22:00:00,800 W MAPLE ST,Theft,FRAUD-CREDIT CARD/AUTOMATIC TELLERMACHINE,36.724709,-108.216881
201600014460-1,03/10/2016 22:00:00,800 W MAPLE ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.724709,-108.216881
201600014450-1,03/10/2016 20:24:00,600 E 20TH ST,Theft,SHOPLIFTING (MISD),36.748955,-108.198494
201600014439-1,03/10/2016 19:22:00,1400 W MAIN ST,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.732081,-108.226405
201600014437-1,03/10/2016 19:01:00,3500 E MAIN ST,Theft,LARCENY $250 TO $500=M-SHOPLIFTING,40.348044,-75.2711
201600014433-1,03/10/2016 18:51:00,400 SCOTT Ave,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.732868,-108.188982
201600014433-2,03/10/2016 18:51:00,400 SCOTT Ave,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.732868,-108.188982
201640000008638,03/10/2016 18:46:10,1 RD 3939,Disorder,Unwanted Subject,36.743905,-108.136029
201600014404-1,03/10/2016 16:46:00,4900 E MAIN ST,Theft,SHOPLIFTING (MISD),40.348231,-75.270918
201600014401-1,03/10/2016 16:35:00,600 E 20TH ST,Liquor,LIQUOR LAW VIOLATIONS,36.748955,-108.198494
201600014398-1,03/10/2016 16:24:00,900 W MAIN ST,Assault,ASSAULT B,36.731639,-108.230576
201600014383-1,03/10/2016 15:43:00,2000 TROY KING,Property Crime,DESTRUCTION/DAMAGE/VANDALISM (MISD),36.7304,-108.2089
201640000008609,03/10/2016 15:42:14,800 ANDREA DR,Drugs,Narcotics Violation,36.725315,-108.135048
201600014380-1,03/10/2016 15:36:00,3500 TWIN PEAKS BL,Assault,"ASSLT/BATT-HANDS, FISTS, FEET, ETC",36.76075,-108.257799
201600014380-2,03/10/2016 15:36:00,3500 TWIN PEAKS BL,Disorder,RESISTING/EVADING/OR OBSTRUCTING,36.76075,-108.257799
201600014335-1,03/10/2016 12:45:00,400 SCOTT Ave,Theft,SHOPLIFTING (MISD),36.732868,-108.188982
201600014321-1,03/10/2016 11:25:00,100 W ANIMAS ST,Property Crime,TRESPASS OF REAL PROPERTY,36.727201,-108.205512
201600014311-1,03/10/2016 10:34:00,700 S BROWNING PW,Theft from Vehicle,LARCENY $500 TO $2500=4F-PARTS & ACCESS,35.668983,-119.223204
201640000008565,03/10/2016 09:44:39,1000 NM 516,Breaking & Entering,Burglary Report Only,36.7304,-108.2089
201600014295-1,03/10/2016 09:37:00,2200 SUNSET Ave,Theft,LARCENY $250 TO $500=M-FROM BUILDINGS,36.749942,-108.204542
201600014298-1,03/10/2016 09:33:00,E 30TH ST & E MAIN ST,Drugs,DRUG/NARCOTIC VIOLATIONS,36.755639,-108.195051
201600014289-1,03/10/2016 08:38:00,CORTLAND DR & MALTA Ave ST,Liquor,LIQUOR LAW VIOLATIONS,36.721058,-108.185897
201600014282-1,03/10/2016 07:43:00,2500 E 16TH ST,Theft from Vehicle,LARCENY $500 TO $2500=4F-PARTS & ACCESS,36.745399,-108.172989
201600014281-1,03/10/2016 07:36:00,2100 BLOOMFIELD BL,Theft from Vehicle,LARCENY $500 TO $2500=4F-PARTS & ACCESS,36.721843,-108.185345
201600014278-1,03/10/2016 06:50:00,2700 E 20TH ST,Breaking & Entering,BREAKING & ENTERING,36.748402,-108.170494
201600014270-4,03/10/2016 04:19:00,S CARLTON Ave & E BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.721535,-108.189575
201600014270-3,03/10/2016 04:19:00,S CARLTON Ave & E BROADWAY,Drugs,DRUG EQUIPMENT VIOLATIONS,36.721535,-108.189575
201600014270-1,03/10/2016 04:19:00,S CARLTON Ave & E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATIONS,36.721535,-108.189575
201600014270-2,03/10/2016 04:19:00,S CARLTON Ave & E BROADWAY,Drugs,DRUG/NARCOTIC VIOLATION,36.721535,-108.189575
201600014239-1,03/09/2016 22:30:00,100 E BROADWAY,Liquor,LIQUOR LAW VIOLATIONS,36.7304,-108.2089
201600014237-1,03/09/2016 22:19:00,2600 E 20TH ST,Assault,SIMPLE-ASSLT/BATT(OTH ASSLTS/NOTAGGRAVATED),36.748554,-108.172424
